record_id	needs_review_class	performance_metric	performance_value	extraction_note
REC-AIBIOGU-000421	appraisal_caution_already_in_rob	AUC	Combined model time-dependent AUC 0.849/0.804/0.819 at 1/2/3-year OS vs radiomics-only (p=0.002)	Appraisal flags rare sarcomatoid RCC and small single-center cohort limiting scope.
REC-AIBIOGU-000422	appraisal_caution_already_in_rob	AUC	Reported mean cross-cohort AUC 0.991; FCGR2A staging AUC 0.998	Appraisal flags implausible AUC up to 0.998/0.991 suggesting overfitting or leakage for 14-gene signature.
REC-AIBIOGU-000424	appraisal_caution_already_in_rob	AUC	Pan-cancer nomogram 5-year AUROC 0.78 in the training cohort and 0.81 in the test cohort	Appraisal: strongest prognostic signal in glioblastoma; KIRC secondary—borderline AIBIO_GU scope (pilot REC-000240 analog). The printed performance is the pan-cancer nomogram 5-year AUROC, not a KIRC-specific C-index.
REC-AIBIOGU-000430	appraisal_caution_already_in_rob	AUC	5-year survival AUC 0.989 in discovery; external GSE2748 validation performed	Appraisal flags 5-year AUC 0.989 as overfitting concern despite external GEO validation.
REC-AIBIOGU-000438	residual_caveat	other	Low-risk patients had longer survival than high-risk patients after a 13-lncRNA fatty-acid-metabolism signature (TCGA training n=266, internal validation n=265); ROC curves are sho	The full text does not report a numeric AUC, C-index, HR, accuracy, or sensitivity for the prognostic signature.
REC-AIBIOGU-000448	appraisal_caution_already_in_rob	AUC	Nomogram AUC 0.945 training and 0.873 testing; refined model AUC 0.958 train and 0.913 test	Appraisal notes single-center internal split only without external validation cohort.
REC-AIBIOGU-000458	appraisal_caution_already_in_rob	AUC	Best model AUC 0.964 training and 0.933 testing	Appraisal flags n=86 single-center cohort with high overfitting risk despite reasonable test AUC.
REC-AIBIOGU-000467	appraisal_caution_already_in_rob	AUC	1-year time-dependent AUC 0.927 reported for prognostic model	Appraisal flags Research Square preprint status (2023 posting) with peer review not confirmed in cohort metadata.
REC-AIBIOGU-000474	no_printed_number	other	GMRScore ROC curves were described as having excellent sensitivity and specificity for survival across four cohorts, and the nomogram was said to outperform clinicopathologic featu	The full text does not report a numeric performance metric for the glutamine-metabolism score or nomogram.
REC-AIBIOGU-000482	appraisal_caution_already_in_rob	accuracy	Average malignant-cell classification accuracy 95.16% across pan-cancer scRNA domains (ccRCC ST application n=5 slides)	Appraisal flags borderline scope: primary deliverable is pan-cancer annotation tool, not a standalone GU clinical prediction model.
REC-AIBIOGU-000502	no_printed_number	NR	No clinical outcome prediction model with AUC or C-index reported; ML used for dynamic biomarker pattern discovery	Paper anchor is mechanistic immuno-oncology in mouse models; ML assists flow cytometry interpretation rather than a validated GU clinical prediction model.
REC-AIBIOGU-000511	no_printed_number	NR	Risk groups associated with survival and immunotherapy response (numeric AUC/C-index not in slice)	Appraisal flags data leakage/overlapping TCGA training and validation sources rather than truly independent external validation.
REC-AIBIOGU-000512	appraisal_caution_already_in_rob	AUC	Validation: RF AUC=1.0 and accuracy=1.0; rad+cli nomogram validation AUC 0.949 (0.885–1.000); three ML models AUC 0.9–1.0	Appraisal flags perfect training-set AUC/accuracy (1.0) for random forest as an overfitting red flag.
REC-AIBIOGU-000527	appraisal_caution_already_in_rob	accuracy	Discovery accuracy 97.8%; independent meta-dataset validation 100% accuracy (GSE12090 n=18)	Appraisal warns 100% accuracy on small external test set (n=18) warrants cautious interpretation.
REC-AIBIOGU-000544	appraisal_caution_already_in_rob	accuracy	Test accuracy 92.06% for best model; 10-fold CV mean accuracy reported in slice	Appraisal notes focus is subgroup clustering/classification rather than a direct GU clinical prediction model, though prognostic associations are reported.
REC-AIBIOGU-000563	appraisal_caution_already_in_rob	other	Correct classification rate 86.96% radiomics-only and 95.65% multi-omics integrated (permutation p<10^-4)	Appraisal flags critical sample-size limitation (eight patients, 23 specimens), so findings are hypothesis-generating only.
REC-AIBIOGU-000580	appraisal_caution_already_in_rob	AUC	Training cohort (n=69): AUC 1-yr=0.62, 2-yr=0.66, 3-yr=0.60; validation cohort (n=69): AUC>0.60 for 1-,2-,3-yr survival	Funding, conflicts of interest, and explicit limitations not visible in the extracted text excerpt. ATBC exposure not directly measured in patients per appraisal_note; targets inferred from public toxicology/target-prediction databases, so the toxicology framing is computational/hypothesis-generatin
REC-AIBIOGU-000609	outcome_definition	AUC	Combined clinical-radiomics Random Forest: AUC=0.95, accuracy=87%, precision=89%, recall=86%, F1=87%. LGBM combined: AUC=0.93, accuracy=83%. SVC and KNN performed considerably wors	The lymph-node-metastasis outcome labels appear to describe baseline/preoperative LNM status in stage I patients prior to treatment, not true disease relapse after treatment. Per appraisal_note, the pathologic gold standard for this LN-level outcome should be verified against the full PDF if used fo
REC-AIBIOGU-000651	appraisal_caution_already_in_rob	AUC	BRS3 vs BRS1/2 AUC 0.79 development and 0.71 external validation; tile-level Pearson r 0.33-0.44 vs molecular labels	Appraisal flags medRxiv preprint status; findings should be interpreted cautiously until peer-reviewed publication.
REC-AIBIOGU-000657	appraisal_caution_already_in_rob	AUC	Combined radiomics AUC 0.899 training and 0.867 validation; traditional MRI model 0.841/0.806	Appraisal flags likely sample overlap with REC-AIBIOGU-000659 (same n=255 institution and overlapping MRI grade prediction aim).
REC-AIBIOGU-000664	residual_caveat	other	CoxBoost plus GBM (CBG) had the highest mean C-index on the TCGA internal validation set and E-MTAB-1980 and stable time-dependent AUCs at 1, 3, and 5 years; the paper shows those 	Full text does not report a numeric metric for the CBG signature (C-index, AUC, and HR are figure-only). Primary paper anchor is a single-cell multi-omics atlas; the machine-learning prognostic signature is a secondary output (bioRxiv preprint).
REC-AIBIOGU-000674	appraisal_caution_already_in_rob	AUC	Time-dependent DFS ROC AUC 0.670 (1-yr), 0.636 (3-yr), 0.651 (5-yr)	Appraisal flags modest model discrimination (DFS AUC about 0.64-0.67) relative to cohort peers.
REC-AIBIOGU-000677	appraisal_caution_already_in_rob	AUC	scRNA-seq classification (n=17 patients): LASSO AUC=0.960, Random Forest AUC=0.931, XGBoost AUC=0.962. IHC cohort (n=69): PLA2G2A positivity not associated with OS (HR=1.21, p>0.05	Preprint (Research Square), not peer-reviewed. Per appraisal_note, the ML AUC values (0.93-0.96) on a 17-patient scRNA-seq cohort are likely optimistic given no described external/held-out split - coded internal_split_only rather than accepting an external validation framing.
REC-AIBIOGU-000684	appraisal_caution_already_in_rob	AUC	Ten-fold CV AUC 0.84 ± 0.17; test cohort metrics include AUC 0.87 ± 0.04 reported in results tables	Appraisal notes shared n=91 cohort with REC-AIBIOGU-000681 (different modeling approach).
REC-AIBIOGU-000688	appraisal_caution_already_in_rob	AUC	Highest AUC=0.896 (tile/sample-level ROC); accuracy and confusion matrices also reported graphically	n_analytic reported as 62 (64 originally assigned minus 2 reclassified as mixed GCT); exact analytic n used for training/validation vs. n shown in results table may differ slightly. Per appraisal_note, this is a borderline case of clinical vs. research prediction since the 2 subtypes are not establi
REC-AIBIOGU-000695	appraisal_caution_already_in_rob	AUC	Radiomics signature AUC 0.979 (95% CI 0.873-1.000); sensitivity 90.0% and specificity 100.0%	Appraisal flags very small n=39 with very high AUC (0.979), suggesting overfitting risk.
REC-AIBIOGU-000711	residual_caveat	accuracy	Three-class subtype accuracy 94.07% in the abstract; printed DAG-SVM results include patch accuracy 92.62% and slide-wise AUC 0.93. Clear-cell versus normal slide-wise AUC reached 	The abstract three-class accuracy of 94.07% does not match the highest accuracy in the printed subtype table (92.62% for ResNet-18 plus DAG-SVM).
REC-AIBIOGU-000713	residual_caveat	AUC	0.84 for the best univariate texture feature (T2-weighted MBB-GLCM homogeneity); other single-feature AUCs were 0.80 (ADCm and ADCk Gabor), 0.83 (kurtosis Zernike), and 0.75 (T2 Ze	The leave-pair-out logistic classifier is the stated model, while the numeric ROC results in the text are univariate feature AUCs.
REC-AIBIOGU-000718	no_printed_number	NR	NR	Survival and response claims are stated qualitatively, without a printed AUC, C-index, hazard ratio, or accuracy for the 42-gene classifier.
REC-AIBIOGU-000735	residual_caveat	AUC	Validation AUC 0.758 and accuracy 86.2%; training AUC 0.997 and accuracy 95.7%	Hidden-layer size was chosen to maximize validation-set accuracy, so the reported validation AUC is not an independent holdout estimate.
REC-AIBIOGU-000746	residual_caveat	other	Log-rank P = 8.11e-5 for overall survival between the two TCGA subtypes; internal and external validation sets also separated survival (P < 0.05)	Survival separation is given as a log-rank P value. The TCGA muscle-invasive sample size and a hazard ratio or C-index are not stated.
REC-AIBIOGU-000764	residual_caveat	AUC	Random forest AUC 0.87 (Ki67), 0.80 (S100), 0.85 (extracapsular extension), and 0.82 (perineural invasion); SVM AUC 0.77 for surgical margin	The printed AUCs are not labeled as training or validation estimates, and each endpoint uses a different sample size.
REC-AIBIOGU-000768	residual_caveat	accuracy	Baseline CT accuracy 69% (sensitivity 97%, specificity 1%; AUC 0.51, p=0.40); first post-treatment CT accuracy 66% (sensitivity 90%, specificity 8%; AUC 0.46, p=0.30)	Headline accuracy is high because sensitivity is high and specificity is about 1–8%, while AUC is consistent with chance.
REC-AIBIOGU-000769	residual_caveat	other	9.2–14.6% relative improvement in time-dependent AUC versus NCCN risk groups on the held-out validation set, across six endpoints	Only the relative AUC improvement versus NCCN is printed. The holdout was constrained so the NCCN 5-year distant-metastasis AUC lay between 0.70 and 0.75.
REC-AIBIOGU-000790	residual_caveat	AUC	Nested-CV AUROC > 0.8 for overall histological stage, linear evolutionary subtype, and loss of 9p21.3; the two pipelines stayed within 0.05 AUROC for most significant targets.	Only a lower bound (AUROC > 0.8) is printed for three of twenty targets, so a single point estimate for the anchor target remains ambiguous.
REC-AIBIOGU-000813	no_printed_number	NR	NR	Hold-out strategies are compared qualitatively, but no AUC, accuracy, or achieved sensitivity is stated for the selected classifier.
REC-AIBIOGU-000819	residual_caveat	AUC	8-year OS AUC 0.76; 5-year AUC 0.81; 10-year AUC 0.73.	The survival AUCs come from the development cohort without a described partition, so optimism is unquantified.
REC-AIBIOGU-000822	residual_caveat	C-index	C-index > 0.75 on TCGA-KIRC (n=518) and external E-MTAB-1980 (n=101); combinations were ranked by mean C-index.	Survival performance is reported only as a C-index above 0.75, without a point estimate.
REC-AIBIOGU-000823	residual_caveat	AUC	Multi-image radiomics test AUC 0.867; fusion model AUC 0.893; normalized iodine concentration AUC 0.704.	The abstract places 0.893 next to the phrase difference in AUC, so it is unclear whether 0.893 is the fusion model's test estimate.
REC-AIBIOGU-000847	residual_caveat	AUC	Validation combined-model AUC 0.89; risk-factor model AUC 0.84; B-mode plus CEUS AUC 0.83; B-mode AUC 0.79; CEUS AUC 0.78.	The validation AUC of 0.89 is not tied to a printed validation-cohort size; 166 is the total lesion count.
REC-AIBIOGU-000849	residual_caveat	AUC	Serum 10-fold CV AUC 0.87 (accuracy 0.83, sensitivity 0.84, specificity 0.81); urine 10-fold CV AUC 0.88 (accuracy 0.83, sensitivity 0.85, specificity 0.80).	The serum analytic size is internally inconsistent: 143 samples are stated, while 79 prostate cancer and 84 benign cases sum to 163.
REC-AIBIOGU-000868	residual_caveat	AUC	Internal test combined-model AUC 0.879, 0.854, and 0.831 for 1-, 3-, and 5-year overall survival.	The quoted AUCs belong to the internal test cohort of 154 patients. Application to TCGA-KIRC is described, but those external AUC figures are absent, so external performance is incomplete.
REC-AIBIOGU-000872	residual_caveat	AUC	PET-40% testing AUC 0.882 (95% CI 0.786-0.979); training AUC 0.887 (95% CI 0.826-0.948).	Testing AUC 0.882 follows a 7:3 split of 214 lesions, but the testing-group size itself is not stated.
REC-AIBIOGU-000886	residual_caveat	AUC	Habitat-model external AUC 0.859-0.939; clinical-model external AUC 0.789; combined-model training AUC 0.999 (sensitivity 1, specificity 0.955).	The combined model is given a training AUC of 0.999. External discrimination is printed for the habitat models and the clinical model, so the external estimate for the combined model is uncertain.
REC-AIBIOGU-000910	residual_caveat	AUC	ExtraTrees test-set AUC 1.000 and training-set AUC 0.753. Logistic regression and LightGBM had test-set sensitivity 0.615.	The reported test AUC of 1.000 is higher than the training AUC of 0.753, and the test-set size is not stated.
REC-AIBIOGU-000914	no_printed_number	NR	NR	Methods and results give different cohort totals (443 versus 338), and no AUC, accuracy, or C-index is printed.
REC-AIBIOGU-000918	residual_caveat	other	External mean performance 73.8% for grade-group classification with random forest on PSMA-avid PET lesions; 73.7% for the calibrated classifier across internal and external sets. E	External results are given as mean performance (73.8% and 73.7%) without stating whether that figure is AUC, accuracy, or another score.
REC-AIBIOGU-000921	residual_caveat	C-index	Optimism-corrected C-index 0.722 (95% CI 0.653-0.784) for the clinical model, 0.681 (95% CI 0.616-0.745) for radiomics, and 0.704 (95% CI 0.648-0.768) for the combined model. Lesio	Validation is optimism-corrected bootstrap on a single cohort, which is neither a holdout split nor explicit k-fold cross-validation.
REC-AIBIOGU-000923	residual_caveat	accuracy	Subtype accuracy 0.77 (95% CI 0.69-0.86) for tumors larger than 4 cm and 0.68 for smaller tumors; benign-versus-malignant accuracy 0.85 (95% CI 0.74-0.93).	Accuracies are printed, but the training and test counts are not readable, so the sample size behind those accuracies is uncertain.
REC-AIBIOGU-000942	residual_caveat	AUC	Test AUC 0.86 (95% CI 0.85-0.88) for combined T2-weighted plus ADC features and 0.86 (95% CI 0.85-0.88) for ADC in one model series; logistic-regression combined test AUC 0.85 (95%	Test AUCs are printed, but the training and test counts are not, so the N behind the test AUC is uncertain. The 0.86 combined figure is taken from the model series reported before the logistic-regression AUCs.
REC-AIBIOGU-000943	residual_caveat	AUC	Fivefold cross-validation: radiomics-only AUC 0.68±0.08 in the full cohort and 0.80±0.08 when TURB preceded CT by more than 14 days; combined clinical-radiomics AUC 0.76 and 0.82 i	The abstract and methods disagree on whether cohort 1 is a timing subgroup or the full cohort. Analytic N follows the methods count for the delayed cohort (55+24) that supports AUC 0.82.
REC-AIBIOGU-000950	residual_caveat	AUC	Validation RDIS AUC 0.874 (sensitivity 0.960, specificity 0.765), versus radiomic AUC 0.844 and immunologic AUC 0.767; training RDIS AUC 0.911 (95% CI 0.866-0.956)	Enrollment is stated as 157 patients, but the performance table sums to 200 (141 training and 59 validation). Analytic N follows the validation column that reports AUC 0.874.
REC-AIBIOGU-000971	residual_caveat	AUC	SVM AUC 0.860 (95% CI 0.789-0.931) in training and 0.813 (0.694-0.931) in validation; ResNet101 AUC 0.815 and 0.743; combined model AUC 0.863 (95% CI 0.804-0.921)	The validation SVM AUC is tied to 62 patients. The combined AUC of 0.863 has no cohort label, so the N for that headline figure is uncertain.
REC-AIBIOGU-000987	residual_caveat	AUC	ICAM1 AUC 0.757 and RAET1E AUC 0.673, also printed as AUROC 0.76 and 0.68 with accuracies 0.71 and 0.66; external IHC accuracy 76.92% (sensitivity 100%, specificity 53.85%) for ICA	The same AUCs are printed both as percentages (75.7% and 67.3%) and as proportions (0.76 and 0.68). External sensitivity of 100% on 26 cases needs review. Own immunohistochemistry does not change the model source from TCGA.
REC-AIBIOGU-000990	residual_caveat	AUC	Multimodal AUC 0.839 (95% CI 0.676-1.000) for metachronous metastatic progression, versus CNN-only AUC 0.723 (0.497-0.949). Synchronous AUCs of 0.82 and 0.72 are printed with the C	Two results sentences exchange which of the CNN and multimodal models has synchronous-metastasis AUC 0.82 versus 0.72. The metachronous AUC of 0.839 is consistent and is assigned to the 28-patient test set.
REC-AIBIOGU-001014	residual_caveat	AUC	Independent-test AUROC 0.967 (95% CI 0.929-1.0) for the fused model; a non-enhanced fused model had AUROC 0.837 (95% CI 0.729-0.946)	The external AUROC of 0.967 on 55 patients has a confidence interval that reaches 1.0 and should be checked for overfitting or an unusually separable test set.
REC-AIBIOGU-001020	residual_caveat	AUC	Combined model AUC 0.909 (95% CI 0.852-0.965) in training and 0.947 (95% CI 0.882-1.012) in internal validation; SVM radiomics AUC 0.872 in training and 0.923 in validation	This is the same Huadong Hospital enrollment window as the published Zhou 2026 paper, with a different split and a validation confidence interval that exceeds 1 (1.012).
REC-AIBIOGU-001023	residual_caveat	AUC	Combined model AUC 0.932 (95% CI 0.884-0.980) in training and 0.979 (0.939-1.000) in internal validation; ADC plus T2-weighted radiomics validation AUC 0.952 versus 0.923 for ADC a	This is the published counterpart of REC-AIBIOGU-001020. The shared cohort should be checked before synthesis, and the validation confidence interval reaches 1.000.
REC-AIBIOGU-001032	residual_caveat	AUC	Proteomics random forest AUC 0.99 and accuracy 0.98 on 10-fold cross-validation; histology model accuracy 0.95 on the held-out image test set.	The performance endpoint is tumor versus normal classification in one public cohort, not a prognostic or treatment-response biomarker.
REC-AIBIOGU-001033	residual_caveat	AUC	Region-growing LDA: accuracy 74.49%, AUC 79.20%, sensitivity 84.38%.	The primary aim is segmentation robustness. The risk-model AUC is reported, but the split used for that AUC is not stated as an external cohort.
REC-AIBIOGU-001034	residual_caveat	AUC	Internal-test ROC AUC 0.908, 0.646, 0.857, 0.747, and 0.713 for R.E.N.A.L. features R, E, A, L, and N.	n_analytic is the internal test set that supports the printed R.E.N.A.L. AUCs. Survival metrics are described but the printed numbers in the crop are the anatomical AUCs. Code and data availability were not in the first pages.
